2507, 445998.30384769646, 204584.56186062991
2511, 446915.61022902746, 204584.49926297821
2512, 446913.71674095385, 205502.67433143588
2513, 446914.66775580525, 206418.97178315694
2516, 447831.1147245816, 205501.4561684193
2517, 447831.2934340348, 206419.14371744529
2520, 448749.2218840057, 205501.31610451243
2521, 448748.08603126393, 206418.72288576054
2522, 448749.21670514799, 207337.62523250855
2537, 448748.23059583915, 210084.58299463647
2538, 448747.09615575505, 211001.00119758685
2543, 450582.89109881676, 200918.25920371327
2545, 450582.58945117606, 202753.0387530663
2546, 450582.18354506971, 203668.85981883231
2548, 451497.38359153748, 201836.31023917606
2549, 451498.11202925985, 202752.26514351295
2550, 451499.38388189324, 203669.3077042877
2551, 452417.47236742743, 200918.93886234396
2552, 452416.98231942754, 201835.54957236422
2554, 452414.24108836311, 203668.59070562778
2557, 449664.20383959071, 206418.02172485131
2560, 450580.70403987489, 205501.67253490919
2561, 450580.96866136562, 206419.57452165778
2562, 450592.76460073108, 207336.75147627734
2563, 451499.11722530029, 204585.22058827255
2564, 451500.02145752736, 205501.68224598444
2565, 451499.00067467656, 206418.26238617001
2567, 452415.21798651741, 204584.90006837764
2568, 452415.5239759339, 205501.35499095405
2569, 452415.91032238252, 206418.74768511369
2570, 452415.68718924839, 207335.36782698822
2572, 449663.33610940503, 209167.13277178022
2573, 449665.39498988277, 210084.39421717002
2574, 449664.42323207163, 211001.82726484918
2575, 450582.29631623952, 208251.89590644254
2576, 450581.9053864188, 209169.67328096708
2577, 450583.29205249622, 210086.52104155198
2583, 452414.4291987372, 208251.72387988595
2584, 452415.09925185668, 209169.53539625759
2588, 453333.46479139361, 201834.4451865858
2589, 453331.95987896924, 202751.40410128961
2590, 453332.13594133727, 203668.53383136354
2593, 454247.50073518371, 202751.23971250441
2594, 454248.12170020386, 203668.51922434368
2597, 455165.54771764105, 202751.03839555787
2598, 455165.47211411892, 203669.19776463267
2603, 453331.21754538687, 204585.5174666637
2604, 453331.98750959791, 205502.05752572144
2605, 453331.24806580396, 206417.68972628826
2606, 453332.1148533299, 207336.05405913451
2607, 454249.16141248826, 204585.23652909664
2608, 454248.23316329095, 205502.58158632374
2609, 454248.31319587171, 206418.29606150393
2610, 454248.53242847562, 207334.54058771511
2612, 455166.59495257848, 205501.09410160859
2613, 455166.73990575952, 206417.83877819678
2614, 455163.93216277892, 207334.39865799341
2618, 456080.67203641078, 207334.0465145215
2619, 453333.25990631629, 208252.02178324395
2623, 454248.23726063699, 208251.90292474729
2627, 455165.28811999154, 208252.35041511542
2631, 456082.48076873791, 208252.31447046637
2733, 459748.48375305417, 189000.38567863638
2760, 462499.33169628482, 184416.6509955432
2761, 462498.71278643585, 185335.01518757801
2762, 463414.76846406935, 182586.06825647893
2769, 460666.45730665681, 189003.07510846868
2770, 461582.15014206048, 186251.43149620973
2772, 461583.17539895047, 188083.54467407736
2785, 464333.41855637298, 181667.60420131753
2795, 467079.15163364826, 179833.99098493406
2798, 464332.1937042338, 182585.51349055913
2844, 459748.72631959885, 191750.65753935973
2847, 456997.5453540723, 194500.33944191789
2848, 456999.14465004159, 195420.23667532994
2852, 457916.38047195785, 195419.96546529085
2854, 458831.49276305328, 193585.87604164047
2862, 457000.69281007705, 197252.53583802056
2878, 460665.66056860518, 189915.02235057726
2880, 460665.57930458471, 191750.16239531059
2882, 461581.82949289313, 189919.59644253476
2883, 461583.02792168478, 190835.35835896427
2884, 461581.33536609553, 191751.06046902022
2885, 461580.22909733956, 192669.40825026957
2887, 462497.66216840595, 190833.82408314376
2892, 463416.08698396623, 191750.39838604111
2993, 456998.56464994745, 207334.51643302356
2997, 457917.34275805362, 207333.4961082915
